"DATE","DCOILBRENTEU","DCOILWTICO","DEXUSAL","DEXCAUS","DEXDNUS","DEXUSEU","DEXNOUS","DEXSDUS","DEXUSUK","OVX","DEXNOEU","DEXBZUS","DEXMXUS","CHFEUR","DEXJPUS","DEXSZUS"
2003-01-01,31.57,33.51,0.586,1.5286,6.9255,1.0739,6.966,8.614,1.6448,NA,NA,3.513,10.902,1.4671,118.8133333,1.3683
2003-02-01,34,36.76,0.6075,1.488,6.8925,1.0779,7.168,8.505,1.5737,NA,NA,3.565,11.0285,1.463,119.3378947,1.3557
2003-03-01,28.05,31.14,0.6045,1.4695,6.8138,1.09,7.276,8.4735,1.579,NA,NA,3.332,10.782,1.4765,118.6871429,1.3538
2003-04-01,23.6,26.09,0.6262,1.4336,6.64,1.118,6.995,8.17,1.6,NA,NA,2.887,10.308,1.5116,119.895,1.3545
2003-05-01,26.58,29.56,0.6513,1.3712,6.3123,1.1766,6.6917,7.7654,1.6393,NA,NA,2.979,10.34,1.5292,117.3680952,1.3022
2003-06-01,28.88,30.15,0.6713,1.3558,6.461,1.1502,7.2245,7.9985,1.6529,NA,NA,2.862,10.455,1.5518,118.3290476,1.3519
2003-07-01,28.68,30.56,0.6474,1.4074,6.6165,1.1231,7.288,8.22,1.609,NA,NA,2.965,10.585,1.5479,118.6959091,1.3736
2003-08-01,30.38,31.76,0.649,1.385,6.7572,1.0986,7.5065,8.3644,1.5773,NA,NA,2.965,11.06,1.5373,118.662381,1.4005
2003-09-01,28.09,29.19,0.6797,1.3507,6.3729,1.165,7.0557,7.7502,1.662,NA,NA,2.928,11.0025,1.5383,114.8,1.3208
2003-10-01,27.88,29.24,0.7077,1.3195,6.4035,1.1609,7.091,7.814,1.6956,NA,NA,2.8645,11.055,1.5492,109.4954545,1.3382
2003-11-01,28.95,30.33,0.7236,1.2973,6.206,1.1995,6.824,7.551,1.7219,NA,NA,2.945,11.395,1.5485,109.1777778,1.2917
2003-12-01,30.3,32.51,0.752,1.2923,5.915,1.2597,6.666,7.195,1.7842,NA,NA,2.895,11.242,1.5586,107.7377273,1.238
2004-01-01,29.53,33.16,0.7625,1.3265,5.982,1.2452,7.0161,7.412,1.8215,NA,NA,2.924,11.012,1.5612,106.2685,1.2593
2004-02-01,32.94,36.08,0.7717,1.3405,5.992,1.2441,7.047,7.433,1.8575,NA,NA,2.915,11.062,1.5758,106.7078947,1.268
2004-03-01,32.29,35.75,0.762,1.31,6.0575,1.2292,6.86,7.55,1.84,NA,NA,2.907,11.183,1.5588,108.5156522,1.2677
2004-04-01,35.23,37.31,0.721,1.3711,6.215,1.1975,6.8725,7.6425,1.7744,NA,NA,2.944,11.402,1.5521,107.6563636,1.2984
2004-05-01,37,39.9,0.7138,1.3666,6.0896,1.2217,6.7256,7.4579,1.833,NA,NA,3.111,11.414,1.5301,112.196,1.2533
2004-06-01,33.22,36.92,0.6952,1.3407,6.103,1.2179,6.938,7.525,1.8126,NA,NA,3.105,11.538,1.5281,109.4336364,1.252
2004-07-01,41.47,43.72,0.7035,1.3296,6.1844,1.2032,7.009,7.6805,1.8183,NA,NA,3.0275,11.41,1.5399,109.4871429,1.2796
2004-08-01,39.8,42.23,0.7071,1.3166,6.1056,1.2183,6.8848,7.492,1.8031,NA,NA,2.94,11.376,1.5426,110.2336364,1.2641
2004-09-01,47.76,49.56,0.7244,1.2648,5.993,1.2417,6.727,7.289,1.809,NA,NA,2.864,11.385,1.5535,110.0914286,1.2471
2004-10-01,48.16,51.78,0.7468,1.2209,5.8307,1.2746,6.3908,7.0974,1.8345,NA,NA,2.852,11.5365,1.5277,108.7835,1.1988
2004-11-01,44.23,49.16,0.7723,1.1902,5.6038,1.3259,6.1391,6.7363,1.9073,NA,NA,2.731,11.2411,1.5141,104.699,1.1421
2004-12-01,40.38,43.36,0.7805,1.2034,5.494,1.3538,6.0794,6.6687,1.916,NA,NA,2.655,11.154,1.5431,103.8104348,1.1412
2005-01-01,44.51,48.25,0.7759,1.2396,5.7024,1.3049,6.3558,6.9779,1.885,NA,NA,2.6115,11.2065,1.5493,103.341,1.1877
2005-02-01,50.13,51.75,0.794,1.2295,5.6095,1.3274,6.2009,6.8275,1.9249,NA,NA,2.5846,11.0885,1.5394,104.9442105,1.1585
2005-03-01,53.22,55.31,0.7729,1.2094,5.745,1.2969,6.3451,7.064,1.8888,NA,NA,2.666,11.177,1.55,105.2543478,1.1952
2005-04-01,50.61,49.2,0.7834,1.2568,5.7624,1.2919,6.2788,7.1123,1.9122,NA,NA,2.533,11.082,1.5372,107.1938095,1.1898
2005-05-01,49.3,52.08,0.7591,1.2512,6.0264,1.2349,6.4272,7.4108,1.8231,NA,NA,2.411,10.9125,1.5425,106.5952381,1.2447
2005-06-01,55.36,56.63,0.7618,1.2256,6.1599,1.2098,6.5381,7.8024,1.793,NA,NA,2.357,10.772,1.5489,108.7472727,1.2827
2005-07-01,59.77,60.71,0.7594,1.2257,6.1496,1.2129,6.4785,7.7614,1.7593,NA,NA,2.3855,10.5995,1.5606,111.9535,1.287
2005-08-01,66.8,68.63,0.7514,1.1893,6.0483,1.233,6.3725,7.5599,1.8012,NA,NA,2.354,10.794,1.5497,110.6065217,1.2546
2005-09-01,61.7,66.21,0.7643,1.1607,6.1888,1.2058,6.5331,7.729,1.7696,NA,NA,2.2125,10.791,1.5556,111.2390476,1.289
2005-10-01,58.47,59.8,0.748,1.1796,6.2219,1.1995,6.4951,7.9489,1.7689,NA,NA,2.2478,10.789,1.545,114.8695,1.29
2005-11-01,53.25,57.33,0.7394,1.167,6.32,1.179,6.7393,8.0733,1.7321,NA,NA,2.201,10.5765,1.5482,118.454,1.3148
2005-12-01,58.34,61.06,0.7342,1.1656,6.2985,1.1842,6.7444,7.937,1.7188,NA,NA,2.334,10.6275,1.5561,118.462381,1.3148
2006-01-01,63.19,67.86,0.7572,1.1436,6.1377,1.2158,6.6537,7.6029,1.782,NA,NA,2.2094,10.44,1.5538,115.4765,1.2784
2006-02-01,59.78,61.37,0.743,1.1379,6.2559,1.1925,6.7474,7.9154,1.7539,NA,NA,2.118,10.4542,1.5655,117.8605263,1.3111
2006-03-01,66.06,66.25,0.7165,1.167,6.1467,1.2139,6.546,7.7653,1.7393,NA,NA,2.172,10.898,1.5796,117.2778261,1.3025
2006-04-01,72.15,71.8,0.7593,1.1203,5.9076,1.2624,6.1645,7.3579,1.822,NA,NA,2.09,11.089,1.5755,117.0695,1.2411
2006-05-01,67.57,71.42,0.7519,1.1027,5.8098,1.2833,6.0687,7.2143,1.8732,NA,NA,2.3007,11.288,1.5582,111.7304545,1.2159
2006-06-01,73.2,73.94,0.7423,1.115,5.8379,1.2779,6.222,7.2135,1.8491,NA,NA,2.164,11.2865,1.5673,114.625,1.2247
2006-07-01,74.75,74.56,0.7664,1.1309,5.8446,1.2764,6.1592,7.2147,1.8685,NA,NA,2.1745,10.916,1.5726,115.767,1.2311
2006-08-01,67.66,70.38,0.763,1.1066,5.8308,1.2793,6.3186,7.2428,1.9024,NA,NA,2.141,10.912,1.576,115.9243478,1.2336
2006-09-01,59.09,62.9,0.7461,1.1151,5.8775,1.2687,6.5053,7.3127,1.8716,NA,NA,2.1664,10.9775,1.5868,117.2145,1.2504
2006-10-01,56.13,58.72,0.7743,1.1227,5.8352,1.2773,6.532,7.2111,1.9084,NA,NA,2.135,10.767,1.5881,118.6090476,1.2424
2006-11-01,64.36,62.97,0.7896,1.1413,5.6214,1.3261,6.1522,6.8331,1.9693,NA,NA,2.1665,11,1.5917,117.3204762,1.1966
2006-12-01,58.96,60.85,0.7884,1.1652,5.6479,1.3197,6.2287,6.8342,1.9586,NA,NA,2.1342,10.7995,1.6059,117.322,1.2195
2007-01-01,56.52,58.17,0.774,1.1792,5.7365,1.2998,6.2606,6.9653,1.9611,NA,NA,2.1225,11.0381,1.6242,120.4471429,1.247
2007-02-01,59.39,61.78,0.7892,1.17,5.6308,1.323,6.1316,6.998,1.9613,NA,NA,2.12,11.1575,1.6128,120.5047368,1.2189
2007-03-01,68.47,65.94,0.8104,1.153,5.5709,1.3374,6.0774,6.9837,1.9685,NA,NA,2.058,11.0427,1.6247,117.26,1.2126
2007-04-01,67.23,65.78,0.8326,1.1068,5.4553,1.366,5.9441,6.6975,2,NA,NA,2.0308,10.9295,1.6435,118.932381,1.2064
2007-05-01,68.18,64.02,0.8272,1.0701,5.537,1.3453,6.0403,6.9191,1.9797,NA,NA,1.9225,10.738,1.647,120.7731818,1.2252
2007-06-01,72.22,70.47,0.8491,1.0634,5.504,1.352,5.8942,6.8455,2.0063,27.44,8.059,1.9301,10.7901,1.6568,122.6885714,1.224
2007-07-01,77.01,78.2,0.8594,1.0656,5.426,1.3711,5.8086,6.7147,2.0364,30.69,7.938,1.869,10.9311,1.6504,121.4147619,1.2021
2007-08-01,72.29,73.98,0.8157,1.056,5.4594,1.3641,5.821,6.8822,2.0165,28.86,7.9735,1.9672,11.032,1.6467,116.7334783,1.2071
2007-09-01,80.97,81.64,0.8855,0.9959,5.2412,1.4219,5.4095,6.4745,2.0389,29.32,7.8306,1.836,10.9315,1.6594,115.0435,1.1672
2007-10-01,89.87,94.16,0.9271,0.9496,5.1514,1.4468,5.3867,6.3608,2.0777,37.46,7.6963,1.7386,10.6996,1.6735,115.866087,1.1589
2007-11-01,88.71,88.6,0.8848,1.0007,5.0772,1.4688,5.5255,6.3806,2.0567,37.26,7.9519,1.78,10.896,1.6522,111.0728571,1.1287
2007-12-01,93.68,95.95,0.8776,0.9881,5.1046,1.4603,5.431,6.4568,1.9843,36.35,8.013,1.779,10.9169,1.6571,112.449,1.1329
2008-01-01,91.58,91.67,0.8968,1.0018,5.0208,1.4841,5.4126,6.3758,1.9895,30.24,7.9566,1.7578,10.819,1.6066,107.8180952,1.0845
2008-02-01,100.9,101.78,0.937,0.9796,4.9054,1.5187,5.2061,6.1716,1.9864,34.82,7.948,1.6845,10.7263,1.5952,107.03,1.0435
2008-03-01,102.33,101.54,0.9132,1.0275,4.7178,1.5805,5.0827,5.936,1.9855,39.32,7.9629,1.7441,10.63,1.5698,100.7561905,0.9921
2008-04-01,111.12,113.7,0.9419,1.0092,4.7933,1.5568,5.1175,5.991,1.9847,38.52,7.9629,1.695,10.5101,1.6141,102.6777273,1.0422
2008-05-01,127.85,127.35,0.9551,0.9938,4.7934,1.556,5.0872,5.9959,1.9793,42.3,7.866,1.6252,10.329,1.6275,104.3595238,1.0426
2008-06-01,138.4,139.96,0.9562,1.0185,4.734,1.5748,5.0899,6.0208,1.9906,45.11,7.9915,1.5945,10.3035,1.6057,106.9152381,1.0202
2008-07-01,124.1,124.17,0.9415,1.0261,4.7858,1.5589,5.1323,6.0532,1.9806,47.02,8.0487,1.566,10.0345,1.6345,106.8518182,1.0489
2008-08-01,113.49,115.55,0.8563,1.0631,5.084,1.4669,5.4241,6.4399,1.819,50.22,7.9723,1.6349,10.297,1.6134,109.362381,1.1019
2008-09-01,93.52,100.7,0.7904,1.0597,5.2958,1.4081,5.889,6.9459,1.7804,59.56,8.1566,1.9225,10.9726,1.5781,106.5747619,1.1189
2008-10-01,60,68.1,0.6574,1.2158,5.8683,1.2682,6.7089,7.7816,1.6165,80.56,8.5928,2.123,12.705,1.4629,99.96590909,1.1669
2008-11-01,47.72,55.21,0.6546,1.236,5.8671,1.2694,7.0021,8.1199,1.5348,80.26,8.8094,2.3074,13.39,1.5478,96.96555556,1.2165
2008-12-01,35.82,44.6,0.6983,1.224,5.3497,1.3919,6.9756,7.877,1.4619,88.93,9.4039,2.313,13.832,1.4873,91.275,1.0673
2009-01-01,44.17,41.73,0.638,1.2365,5.8216,1.2804,6.9158,8.3647,1.4413,77.1,9.2164,2.313,14.333,1.4866,90.1205,1.1612
2009-02-01,44.41,44.15,0.6419,1.271,5.8832,1.2662,7.0474,9.024,1.4276,68.54,8.7838,2.375,15.088,1.4852,92.91578947,1.1672
2009-03-01,46.13,49.64,0.6925,1.2606,5.6153,1.3261,6.7437,8.2522,1.43,78.01,8.8388,2.3007,14.21,1.516,97.855,1.1395
2009-04-01,50.3,50.35,0.7317,1.1939,5.6223,1.3244,6.567,7.9882,1.4799,52.75,8.787,2.1724,13.801,1.5103,98.92,1.1402
2009-05-01,64.98,66.31,0.7993,1.0957,5.2708,1.4126,6.3139,7.6222,1.616,41.32,8.792,1.9678,13.182,1.5135,96.6445,1.0692
2009-06-01,68.11,69.82,0.8055,1.1626,5.3113,1.402,6.4354,7.7282,1.6452,42.78,8.945,1.9653,13.17,1.5241,96.61454545,1.0867
2009-07-01,70.08,69.26,0.8339,1.0791,5.2146,1.4279,6.1147,7.2171,1.6713,45.72,8.9494,1.8653,13.2025,1.5342,94.36695652,1.0668
2009-08-01,69.02,69.97,0.8439,1.0967,5.1858,1.4354,6.0051,7.1105,1.6314,47.09,8.6602,1.87,13.3361,1.5162,94.89714286,1.0569
2009-09-01,65.82,70.46,0.8824,1.0719,5.0874,1.463,5.7773,6.9751,1.6004,45.23,8.5964,1.7743,13.4805,1.5096,91.2747619,1.0375
2009-10-01,74.91,77.04,0.9038,1.0767,5.0422,1.4755,5.695,7.0508,1.6479,41.13,8.3596,1.7445,13.1555,1.5102,90.36714286,1.0238
2009-11-01,77.77,77.19,0.9143,1.057,4.9631,1.4994,5.6928,6.9919,1.6409,41.17,8.4143,1.7505,12.916,1.5073,89.26736842,1.005
2009-12-01,77.91,79.39,0.8979,1.0461,5.1908,1.4332,5.7899,7.1532,1.6167,36.26,8.4107,1.7425,13.0576,1.4844,89.95090909,1.0358
2010-01-01,71.2,72.85,0.8873,1.0652,5.3676,1.387,5.9201,7.3852,1.6009,34.05,8.1817,1.8755,13.0285,1.4678,91.10105263,1.0557
2010-02-01,76.36,79.72,0.8961,1.052,5.4482,1.366,5.8992,7.101,1.5239,32.82,8.0971,1.801,12.7575,1.4633,90.13947368,1.0711
2010-03-01,80.37,83.45,0.9169,1.0156,5.5033,1.3526,5.9387,7.2028,1.5186,29.61,8.0368,1.7821,12.3005,1.4308,90.71608696,1.0528
2010-04-01,86.19,86.07,0.9306,1.0112,5.5952,1.3302,5.9005,7.2359,1.5308,30.25,7.9278,1.727,12.2281,1.4348,93.45272727,1.0767
2010-05-01,73,74,0.8491,1.0497,6.0145,1.2369,6.4367,7.7942,1.4492,40.49,7.8972,1.817,12.8633,1.4231,91.973,1.1534
2010-06-01,74.94,75.59,0.848,1.0606,6.0598,1.2291,6.4824,7.7521,1.4947,39.5,7.9062,1.7941,12.8306,1.3225,90.80590909,1.0774
2010-07-01,77.5,78.85,0.9051,1.0293,5.701,1.3069,6.0455,7.1972,1.5714,31.52,8.0201,1.7585,12.6421,1.3531,87.50047619,1.041
2010-08-01,75.51,71.93,0.891,1.064,5.858,1.2704,6.2877,7.369,1.5358,34.51,7.9325,1.7529,13.1671,1.2936,85.37272727,1.015
2010-09-01,80.77,79.95,0.964,1.0293,5.4791,1.3601,5.8952,6.7626,1.5731,30.04,7.9156,1.696,12.627,1.3302,84.35714286,0.9808
2010-10-01,82.47,81.45,0.9798,1.0187,5.3671,1.3894,5.8785,6.7048,1.602,32.12,8.111,1.6982,12.3415,1.3687,81.7285,0.985
2010-11-01,86.02,84.12,0.9607,1.0266,5.7171,1.3036,6.1871,7.0125,1.5578,31.89,8.1463,1.7146,12.454,1.2996,82.518,0.9985
2010-12-01,93.23,91.38,1.0122,1.0009,5.6183,1.3269,5.8904,6.7571,1.5392,29.48,7.906,1.6631,12.3825,1.2507,83.33761905,0.9369
2011-01-01,98.97,90.99,0.9976,1.002,5.435,1.3715,5.7759,6.4318,1.6042,35.18,7.8199,1.6739,12.1541,1.2852,82.625,0.9402
2011-02-01,112.27,97.1,1.0174,0.9737,5.4054,1.3793,5.6138,6.3442,1.6247,39.05,7.8206,1.6598,12.113,1.2806,82.53684211,0.9305
2011-03-01,116.94,106.19,1.0358,0.9717,5.2569,1.4183,5.5334,6.3134,1.6048,34.62,7.8295,1.6287,11.917,1.29873,81.64695652,0.9157
2011-04-01,126.59,113.39,1.0937,0.9486,5.0315,1.4821,5.2398,6.0258,1.6691,30.39,7.8069,1.567,11.5237,1.2899,83.17714286,0.8666
2011-05-01,117.18,102.7,1.066,0.9688,5.1847,1.4376,5.3822,6.1779,1.6439,33.51,7.8336,1.5833,11.579,1.226,81.12571429,0.8525
2011-06-01,111.71,95.3,1.0732,0.9642,5.1355,1.4523,5.3749,6.3027,1.6067,31.36,7.832,1.5595,11.7191,1.208,80.42590909,0.8413
2011-07-01,115.93,95.68,1.1001,0.9539,5.1779,1.4388,5.375,6.286,1.6455,33.64,7.7829,1.5495,11.7235,1.1454,79.2425,0.7881
2011-08-01,116.48,88.81,1.0702,0.9783,5.171,1.4406,5.349,6.3223,1.6269,44.33,7.7882,1.5841,12.3262,1.1722,76.96565217,0.8038
2011-09-01,105.42,78.93,0.9744,1.0389,5.5331,1.3449,5.8368,6.819,1.5624,55.68,7.7243,1.8485,13.7701,1.21932,76.79571429,0.9048
2011-10-01,108.43,93.19,1.061,0.9932,5.333,1.3947,5.5131,6.4635,1.6141,43.26,7.7474,1.6933,13.169,1.21964,76.643,0.8706
2011-11-01,111.22,100.36,1.0244,1.0199,5.5268,1.3453,5.7643,6.7555,1.5705,41,7.7868,1.8072,13.6201,1.226,77.5595,0.9106
2011-12-01,108.09,98.83,1.0251,1.0168,5.7303,1.2973,5.9682,6.8737,1.5537,38.74,7.7451,1.8627,13.951,1.2158,77.79666667,0.9374
2012-01-01,110.26,98.46,1.0598,1.005,5.6949,1.3053,5.873,6.8161,1.5754,32.31,7.6752,1.7527,13.0356,1.20571,76.964,0.922
2012-02-01,122.23,107.08,1.0777,0.9866,5.5653,1.3359,5.5737,6.5843,1.5951,32.52,7.5522,1.7148,12.7941,1.20534,78.47,0.9023
2012-03-01,123.41,103.03,1.0367,0.999,5.579,1.3334,5.7001,6.6191,1.5985,29,7.5315,1.8205,12.8115,1.2048,82.46590909,0.9026
2012-04-01,118.66,104.89,1.041,0.9886,5.6236,1.3229,5.7276,6.7274,1.6225,25.15,7.5698,1.893,12.99,1.20129,81.25238095,0.9081
2012-05-01,103.86,86.52,0.9711,1.0349,6.01,1.2364,6.1097,7.2655,1.5405,34.79,7.5663,2.016,14.3045,1.20105,79.66681818,0.9713
2012-06-01,94.17,85.04,1.0236,1.019,5.8687,1.2668,5.9541,6.9123,1.5686,35,7.5401,2.009,13.411,1.20128,79.3152381,0.9485
2012-07-01,105.93,88.08,1.0522,1.0014,6.0431,1.2315,6.0189,6.787,1.5686,34.53,7.4579,2.0514,13.2669,1.20105,78.9347619,0.9753
2012-08-01,113.93,96.47,1.0334,0.9862,5.9237,1.2578,5.799,6.6176,1.5864,31.4,7.3239,2.0301,13.2401,1.20085,78.69086957,0.9546
2012-09-01,111.36,92.18,1.0388,0.9837,5.7986,1.2856,5.7292,6.5649,1.6132,32.45,7.3945,2.0277,12.863,1.2098,78.13526316,0.94
2012-10-01,109.89,86.23,1.037,0.9994,5.7559,1.2958,5.7075,6.6348,1.6111,32.18,7.4076,2.0298,13.0877,1.20774,79.01318182,0.9311
2012-11-01,110.84,88.54,1.0429,0.9931,5.7333,1.301,5.6667,6.6594,1.6027,27.62,7.3371,2.1118,12.9171,1.20443,81.0305,0.9264
2012-12-01,110.8,91.83,1.0393,0.9958,5.6565,1.3186,5.5618,6.5074,1.6262,28.45,7.3489,2.0476,12.9635,1.2072,83.7905,0.9155
2013-01-01,115.55,97.65,1.0433,0.9992,5.4916,1.3584,5.468,6.3533,1.5856,22.54,7.3821,1.9875,12.7344,1.23542,89.05809524,0.9093
2013-02-01,112.2,92.03,1.0241,1.0286,5.7007,1.3079,5.7209,6.4518,1.5192,23.61,7.4232,1.9767,12.7788,1.22002,93.00157895,0.9336
2013-03-01,108.46,97.24,1.0409,1.0174,5.8169,1.2816,5.8446,6.528,1.5193,18.19,7.4851,2.021,12.3155,1.21708,94.77,0.949
2013-04-01,101.53,93.22,1.0372,1.0072,5.6614,1.3168,5.7674,6.4817,1.5539,24.57,7.5444,1.999,12.1323,1.2252,97.75818182,0.9298
2013-05-01,100.43,91.93,0.9608,1.0337,5.7403,1.2988,5.8623,6.6221,1.5185,24.41,7.5628,2.1217,12.7791,1.24137,100.9186364,0.9583
2013-06-01,102.49,96.36,0.9165,1.0513,5.7326,1.301,6.0903,6.7318,1.521,22.37,7.7394,2.2075,12.9925,1.23481,97.235,0.945
2013-07-01,107.89,105.1,0.8957,1.0287,5.6081,1.3282,5.904,6.5284,1.5177,22.95,7.8837,2.2987,12.857,1.23092,99.67272727,0.9284
2013-08-01,115.97,107.98,0.8901,1.0554,5.6528,1.3196,6.1281,6.6338,1.5468,28.1,7.9386,2.3809,13.3355,1.23157,97.81227273,0.9313
2013-09-01,107.85,102.36,0.9342,1.0284,5.5109,1.3535,6.0105,6.4095,1.6179,22.98,7.9725,2.2193,13.155,1.2223,99.21,0.9041
2013-10-01,107.53,96.29,0.9471,1.0429,5.4862,1.3594,5.9476,6.4692,1.6068,20.59,8.1208,2.2235,12.9995,1.2331,97.77,0.9056
2013-11-01,111.07,92.55,0.9125,1.0597,5.4823,1.3606,6.116,6.5475,1.6373,20,8.2055,2.3345,13.111,1.23227,100.0736842,0.9047
2013-12-01,109.95,98.17,0.8929,1.0637,5.4121,1.3779,6.0657,6.4254,1.6574,17.76,8.4048,2.3608,13.098,1.2264,103.46,0.8904
2014-01-01,108.16,97.55,0.8743,1.1116,5.5263,1.35,6.2768,6.5412,1.645,20.35,8.3927,2.4116,13.3585,1.22314,103.7614286,0.9052
2014-02-01,108.98,102.88,0.8933,1.1075,5.4047,1.3806,5.9938,6.4109,1.675,18.71,8.3562,2.3321,13.2255,1.21603,102.1252632,0.881
2014-03-01,105.95,101.57,0.9275,1.1053,5.4194,1.3777,5.989,6.475,1.6675,19.26,8.2906,2.2552,13.056,1.21993,102.3395238,0.884
2014-04-01,108.63,100.07,0.9282,1.0956,5.3817,1.387,5.9463,6.5049,1.6883,19.37,8.2484,2.236,13.0835,1.21947,102.4581818,0.88
2014-05-01,109.21,103.4,0.9298,1.0867,5.4711,1.364,5.9803,6.6855,1.6764,15.61,8.1533,2.2365,12.8605,1.22099,101.7738095,0.8944
2014-06-01,111.03,106.07,0.9427,1.0676,5.4459,1.369,6.1309,6.6874,1.7105,16.52,8.2207,2.203,12.9695,1.21507,102.0628571,0.8868
2014-07-01,104.94,98.23,0.9301,1.0889,5.5687,1.339,6.285,6.8958,1.6889,18.78,8.388,2.2696,13.237,1.21652,101.74,0.9086
2014-08-01,101.12,97.86,0.9344,1.0858,5.6647,1.315,6.1844,6.9753,1.6585,16.68,8.2522,2.2381,13.069,1.20607,102.9438095,0.9174
2014-09-01,94.67,91.17,0.8737,1.1207,5.8947,1.2628,6.4371,7.2151,1.622,21.52,8.1798,2.4484,13.427,1.20652,107.4257143,0.9554
2014-10-01,84.17,80.53,0.8791,1.1272,5.9397,1.253,6.7491,7.3971,1.5999,30.52,8.3136,2.4535,13.4825,1.20588,108.0263636,0.9623
2014-11-01,71.89,65.94,0.8524,1.1426,5.9817,1.2438,7.0062,7.4544,1.5638,36.44,8.4912,2.572,13.921,1.20182,116.2994444,0.9658
2014-12-01,55.27,53.45,0.8173,1.1601,6.1534,1.2101,7.4816,7.8245,1.5578,50.24,8.9714,2.6563,14.75,1.20253,119.3233333,0.9934
2015-01-01,47.52,47.79,0.7762,1.2716,6.5907,1.129,7.7498,8.2732,1.5026,58.62,8.932,2.6843,15.005,1.04424,118.25,0.921
2015-02-01,61.89,49.84,0.781,1.2506,6.6649,1.1197,7.6619,8.3555,1.5439,55.85,8.6188,2.8618,14.939,1.06676,118.76,0.9513
2015-03-01,53.69,47.72,0.7625,1.2681,6.9552,1.0741,8.0513,8.6268,1.485,53.72,8.6434,3.1843,15.245,1.04547,120.3945455,0.9712
2015-04-01,63.9,59.62,0.7867,1.2116,6.6872,1.1162,7.568,8.3778,1.5328,36.28,8.4988,3.0121,15.3855,1.04929,119.5095455,0.941
2015-05-01,63.16,60.25,0.7659,1.2466,6.7851,1.0994,7.7845,8.5245,1.5286,33.74,8.4102,3.1855,15.3688,1.03424,120.798,0.9404
2015-06-01,60.31,59.48,0.7704,1.2473,6.6884,1.1154,7.8574,8.2937,1.5727,32.43,8.755,3.1106,15.6902,1.03768,123.7186364,0.9346
2015-07-01,53.29,47.11,0.7332,1.3047,6.767,1.1028,8.1366,8.5925,1.5634,38.82,8.9357,3.4078,16.061,1.05362,123.3109091,0.9636
2015-08-01,47.97,49.2,0.71,1.3223,6.6672,1.1194,8.3223,8.4745,1.5363,54.37,9.1815,3.6206,16.7315,1.0793,123.0038095,0.9681
2015-09-01,47.29,45.06,0.702,1.3396,6.6832,1.1162,8.5259,8.3912,1.5116,45.52,9.3075,3.9554,16.898,1.09255,120.147619,0.9773
2015-10-01,48,46.6,0.7133,1.3082,6.755,1.1042,8.4643,8.4922,1.5445,41.95,9.2892,3.8439,16.53,1.08667,120.0480952,0.9858
2015-11-01,43.73,40.43,0.7235,1.3332,7.0625,1.0562,8.6838,8.7206,1.5044,48.14,9.2572,3.8982,16.6005,1.09055,122.6431579,1.0282
2015-12-01,36.61,37.13,0.7286,1.3839,6.8723,1.0859,8.8542,8.4485,1.4746,46.57,9.4626,3.9593,17.195,1.08169,121.635,1.0017
2016-01-01,33.14,33.66,0.7071,1.4074,6.8886,1.0832,8.7071,8.5709,1.4184,61.86,9.5899,4.0364,18.211,1.11123,118.2257895,1.0226
2016-02-01,35.92,32.74,0.7152,1.3522,6.8632,1.0868,8.6919,8.5709,1.3926,60.01,9.5628,3.9793,18.0675,1.09145,114.6155,0.996
2016-03-01,36.75,36.94,0.7677,1.2969,6.5425,1.139,8.252,8.0962,1.4381,45.91,9.4246,3.55,17.214,1.09356,112.9317391,0.9583
2016-04-01,45.64,45.98,0.7612,1.2549,6.5059,1.1441,8.0643,8.0267,1.4625,42.52,9.3224,3.4547,17.19,1.09594,109.5519048,0.9598
2016-05-01,49.26,49.1,0.7242,1.3097,6.6788,1.1135,8.3678,8.336,1.453,38.08,9.3099,3.6074,18.413,1.10358,108.8480952,0.9934
2016-06-01,48.05,48.27,0.7432,1.301,6.7208,1.1032,8.3931,8.5028,1.3242,38.09,9.3278,3.2003,18.4935,1.08836,105.3509091,0.9792
2016-07-01,40.76,41.54,0.7599,1.304,6.6596,1.1168,8.425,8.5503,1.327,41.08,9.369,3.238,18.761,1.08441,104.191,0.969
2016-08-01,47.94,44.68,0.7519,1.3122,6.6764,1.1146,8.3438,8.5689,1.3129,39.5,9.303,3.247,18.849,1.09561,101.2382609,0.983
2016-09-01,48.24,47.72,0.7667,1.3115,6.6249,1.1238,7.9897,8.5726,1.3015,39.31,9.1971,3.2434,19.3355,1.08288,101.7842857,0.9694
2016-10-01,46.2,46.83,0.7611,1.3403,6.79,1.0962,8.2501,9.0207,1.2212,40.96,9.0009,3.1658,18.79,1.08275,103.9075,0.989
2016-11-01,47.95,49.41,0.7387,1.3425,7.0335,1.0578,8.5223,9.2548,1.2481,44.25,9.0807,3.3854,20.4565,1.07818,108.443,1.0187
2016-12-01,54.96,53.75,0.723,1.3426,7.0462,1.0552,8.6107,9.0803,1.2337,30.83,9.0252,3.2532,20.617,1.07371,115.9980952,1.016
2017-01-01,55.25,52.75,0.7582,1.303,6.8894,1.0794,8.2444,8.7525,1.2585,31.33,8.999,3.1477,20.8355,1.06539,114.8721053,0.9888
2017-02-01,53.36,54,0.7686,1.3247,7.0005,1.0618,8.3667,9.0098,1.2427,25.46,8.8603,3.1085,19.9975,1.06478,112.9115789,1.0022
