"Date","Australia","Canada","Euro","Norway","UK","US"
2011-07-26,4.75,0.9984,0.991,3.25,0.93625,0.06
2011-07-27,4.75,0.9994,0.953,3.25,0.88875,0.07
2011-07-28,4.75,0.9939,0.899,3.25,0.85125,0.08
2011-07-29,4.75,0.9973,0.972,3.25,0.945,0.11
2011-07-30,NA,NA,NA,NA,NA,0.11
2011-07-31,NA,NA,NA,NA,NA,0.11
2011-08-01,4.75,NA,0.912,3.25,0.8625,0.17
2011-08-02,4.75,1.0043,0.941,3.25,0.8375,0.16
2011-08-03,4.75,0.9998,0.858,3.25,0.82125,0.12
2011-08-04,4.75,0.9994,0.851,3.25,0.8175,0.09
2011-08-05,4.75,0.9992,0.846,3.25,0.815,0.08
2011-08-06,NA,NA,NA,NA,NA,0.08
2011-08-07,NA,NA,NA,NA,NA,0.08
2011-08-08,4.75,1.0003,0.86,3.25,0.81375,0.11
2011-08-09,4.75,1.0015,1.211,3.25,1.18875,0.1
2011-08-10,4.75,1.0087,1.006,3.25,0.9875,0.1
2011-08-11,4.75,1.0026,0.903,3.25,0.8725,0.09
2011-08-12,4.75,0.9993,0.88,3.25,0.8525,0.1
2011-08-13,NA,NA,NA,NA,NA,0.1
2011-08-14,NA,NA,NA,NA,NA,0.1
2011-08-15,4.75,1.0022,0.874,3.25,0.845,0.1
2011-08-16,4.75,0.9986,0.885,3.25,0.8425,0.09
2011-08-17,4.75,1.0028,0.876,3.25,0.83813,0.09
2011-08-18,4.75,0.9985,0.883,3.25,0.83125,0.09
2011-08-19,4.75,1.0018,0.89,3.25,0.83125,0.09
2011-08-20,NA,NA,NA,NA,NA,0.09
2011-08-21,NA,NA,NA,NA,NA,0.09
2011-08-22,4.75,0.9988,0.908,3.25,0.83375,0.09
2011-08-23,4.75,0.9984,0.9,3.25,0.835,0.08
2011-08-24,4.75,0.9985,0.896,3.25,0.84,0.08
2011-08-25,4.75,0.9992,0.89,3.25,0.84125,0.08
2011-08-26,4.75,0.9964,0.874,3.25,0.83688,0.09
2011-08-27,NA,NA,NA,NA,NA,0.09
2011-08-28,NA,NA,NA,NA,NA,0.09
2011-08-29,4.75,0.9991,0.869,3.25,0.83688,0.09
2011-08-30,4.75,0.9982,0.865,3.25,0.83625,0.08
2011-08-31,4.75,0.9983,0.955,3.25,0.86875,0.08
2011-09-01,4.75,0.9987,0.884,3.25,0.8375,0.08
2011-09-02,4.75,0.999,0.868,3.25,0.83563,0.08
2011-09-03,NA,NA,NA,NA,NA,0.08
2011-09-04,NA,NA,NA,NA,NA,0.08
2011-09-05,4.75,NA,0.873,3.25,0.83438,0.08
2011-09-06,4.75,1.002,0.871,3.25,0.83125,0.09
2011-09-07,4.75,0.9984,0.87,3.25,0.83188,0.09
2011-09-08,4.75,0.9995,0.863,3.25,0.82938,0.09
2011-09-09,4.75,0.9971,0.85,3.25,0.825,0.09
2011-09-10,NA,NA,NA,NA,NA,0.09
2011-09-11,NA,NA,NA,NA,NA,0.09
2011-09-12,4.75,1,0.857,3.25,0.81625,0.09
2011-09-13,4.75,0.9997,1.214,3.25,1.16125,0.09
2011-09-14,4.75,0.9973,0.93,3.25,0.85625,0.08
2011-09-15,4.75,0.9919,0.952,3.25,0.8575,0.09
2011-09-16,4.75,0.9987,1.112,3.25,0.93,0.09
2011-09-17,NA,NA,NA,NA,NA,0.09
2011-09-18,NA,NA,NA,NA,NA,0.09
2011-09-19,4.75,0.9975,1.041,3.25,0.9625,0.09
2011-09-20,4.75,0.9977,1.061,3.25,0.94375,0.09
2011-09-21,4.75,0.9978,1.061,3.25,0.91875,0.08
2011-09-22,4.75,0.9993,1.04,3.25,0.9125,0.08
2011-09-23,4.75,0.9986,1.055,3.25,0.91,0.08
2011-09-24,NA,NA,NA,NA,NA,0.08
2011-09-25,NA,NA,NA,NA,NA,0.08
2011-09-26,4.75,0.9977,1.058,3.25,0.91,0.08
2011-09-27,4.75,0.999,1.071,3.25,0.91,0.08
2011-09-28,4.75,1.0007,1.069,3.25,0.9075,0.08
2011-09-29,4.75,0.9972,1.057,3.25,0.90375,0.08
2011-09-30,4.75,0.9966,1.463,3.25,1.275,0.06
2011-10-01,NA,NA,NA,NA,NA,0.06
2011-10-02,NA,NA,NA,NA,NA,0.06
2011-10-03,4.75,1.0016,1.071,3.25,0.8925,0.08
2011-10-04,4.75,0.9998,0.997,3.25,0.88,0.07
2011-10-05,4.75,1.0013,0.97,3.25,0.86125,0.07
2011-10-06,4.75,0.9987,0.947,3.25,0.85625,0.07
2011-10-07,4.75,0.9991,0.919,3.25,0.84875,0.07
2011-10-08,NA,NA,NA,NA,NA,0.07
2011-10-09,NA,NA,NA,NA,NA,0.07
2011-10-10,4.75,NA,0.892,3.25,0.85,0.07
2011-10-11,4.75,1.0003,1.22,3.25,1.1475,0.07
2011-10-12,4.75,0.999,0.986,3.25,0.91,0.07
2011-10-13,4.75,0.9987,0.958,3.25,0.88125,0.07
2011-10-14,4.75,1.0051,0.93,3.25,0.87875,0.07
2011-10-15,NA,NA,NA,NA,NA,0.07
2011-10-16,NA,NA,NA,NA,NA,0.07
2011-10-17,4.75,1.0004,0.928,3.25,0.86875,0.07
2011-10-18,4.75,0.9995,0.924,3.25,0.85875,0.07
2011-10-19,4.75,0.9994,0.949,3.25,0.85625,0.07
2011-10-20,4.75,0.9993,0.932,3.25,0.855,0.07
2011-10-21,4.75,0.9989,0.937,3.25,0.85625,0.07
2011-10-22,NA,NA,NA,NA,NA,0.07
2011-10-23,NA,NA,NA,NA,NA,0.07
2011-10-24,4.75,0.9991,0.934,3.25,0.855,0.07
2011-10-25,4.75,0.9991,0.932,3.25,0.855,0.07
2011-10-26,4.75,1.0007,0.946,3.25,0.855,0.08
2011-10-27,4.75,1.0011,0.923,3.25,0.85,0.07
2011-10-28,4.75,1.01,0.919,3.25,0.84625,0.07
2011-10-29,NA,NA,NA,NA,NA,0.07
2011-10-30,NA,NA,NA,NA,NA,0.07
2011-10-31,4.75,0.9979,0.937,3.25,0.8725,0.09
2011-11-01,4.75,1.0027,0.872,3.25,0.84,0.08
2011-11-02,4.5,1.0035,0.899,3.25,0.83875,0.08
2011-11-03,4.5,1.0016,0.909,3.25,0.83,0.09
2011-11-04,4.5,0.9991,0.892,3.25,0.82625,0.08
2011-11-05,NA,NA,NA,NA,NA,0.08
2011-11-06,NA,NA,NA,NA,NA,0.08
2011-11-07,4.5,1.0003,0.885,3.25,0.82,0.08
2011-11-08,4.5,0.9975,1.219,3.25,1.085,0.08
2011-11-09,4.5,1.0001,0.769,3.25,0.66625,0.08
2011-11-10,4.5,0.9976,0.736,3.25,0.66125,0.08
2011-11-11,4.5,NA,0.733,3.25,0.65625,0.08
2011-11-12,NA,NA,NA,NA,NA,0.08
2011-11-13,NA,NA,NA,NA,NA,0.08
2011-11-14,4.5,0.9991,0.738,3.25,0.64875,0.08
2011-11-15,4.5,1.0015,0.733,3.25,0.645,0.09
2011-11-16,4.5,0.9994,0.728,3.25,0.64438,0.08
2011-11-17,4.5,1.0011,0.709,3.25,0.64188,0.08
2011-11-18,4.5,0.9998,0.722,3.25,0.63688,0.08
2011-11-19,NA,NA,NA,NA,NA,0.08
2011-11-20,NA,NA,NA,NA,NA,0.08
2011-11-21,4.5,0.9997,0.705,3.25,0.63563,0.08
2011-11-22,4.5,1,0.724,3.25,0.63438,0.08
2011-11-23,4.5,1.0004,0.722,3.25,0.62938,0.09
2011-11-24,4.5,0.9991,0.719,3.25,0.62438,0.09
2011-11-25,4.5,0.9975,0.73,3.25,0.62438,0.07
2011-11-26,NA,NA,NA,NA,NA,0.07
2011-11-27,NA,NA,NA,NA,NA,0.07
2011-11-28,4.5,0.9984,0.713,3.25,0.62313,0.08
2011-11-29,4.5,0.9992,0.718,3.25,0.62188,0.08
2011-11-30,4.5,0.999,0.805,3.25,0.64438,0.1
2011-12-01,4.5,1.0002,0.736,3.25,0.62938,0.08
2011-12-02,4.5,0.9998,0.725,3.25,0.62563,0.08
2011-12-03,NA,NA,NA,NA,NA,0.08
2011-12-04,NA,NA,NA,NA,NA,0.08
2011-12-05,4.5,1.0009,0.733,3.25,0.61643,0.08
2011-12-06,4.5,0.996,0.755,3.25,0.61929,0.08
2011-12-07,4.25,0.9987,0.747,3.25,0.62214,0.08
2011-12-08,4.25,0.9978,0.727,3.25,0.62071,0.07
2011-12-09,4.25,0.9975,0.735,3.25,0.60643,0.07
2011-12-10,NA,NA,NA,NA,NA,0.07
2011-12-11,NA,NA,NA,NA,NA,0.07
2011-12-12,4.25,0.9976,0.696,3.25,0.59357,0.07
2011-12-13,4.25,0.9983,1.018,3.25,0.89214,0.07
2011-12-14,4.25,1.0007,0.579,3.25,0.44786,0.07
2011-12-15,4.25,0.9989,0.571,2.75,0.43643,0.07
2011-12-16,4.25,0.9976,0.569,2.75,0.42429,0.07
2011-12-17,NA,NA,NA,NA,NA,0.07
2011-12-18,NA,NA,NA,NA,NA,0.07
2011-12-19,4.25,0.9983,0.583,2.75,0.41643,0.07
2011-12-20,4.25,1.0018,0.605,2.75,0.41143,0.07
2011-12-21,4.25,1.0026,0.611,2.75,0.40571,0.07
2011-12-22,4.25,1.003,0.509,2.75,0.39929,0.07
2011-12-23,4.25,0.999,0.422,2.75,0.37643,0.08
2011-12-24,NA,NA,NA,NA,NA,0.08
2011-12-25,NA,NA,NA,NA,NA,0.08
2011-12-26,NA,NA,NA,NA,NA,0.08
2011-12-27,NA,NA,0.417,2.75,0.37071,0.07
2011-12-28,4.25,1.0007,0.402,2.75,0.35929,0.07
2011-12-29,4.25,0.9984,0.399,2.75,0.35,0.07
2011-12-30,4.25,0.9956,0.629,2.75,0.43214,0.04
2011-12-31,NA,NA,NA,NA,NA,0.04
2012-01-01,NA,NA,NA,NA,NA,0.04
2012-01-02,NA,NA,0.39,2.75,0.35214,0.04
2012-01-03,4.25,0.9977,0.396,2.75,0.34571,0.07
2012-01-04,4.25,0.9992,0.395,2.75,0.33714,0.07
2012-01-05,4.25,1.0006,0.369,2.75,0.31429,0.07
2012-01-06,4.25,0.9993,0.357,2.75,0.30286,0.07
2012-01-07,NA,NA,NA,NA,NA,0.07
2012-01-08,NA,NA,NA,NA,NA,0.07
2012-01-09,4.25,0.9984,0.372,2.75,0.29857,0.08
2012-01-10,4.25,1.0001,0.371,2.75,0.29143,0.08
2012-01-11,4.25,1.0023,0.375,2.75,0.28857,0.08
2012-01-12,4.25,1.0013,0.378,2.75,0.28857,0.08
2012-01-13,4.25,0.9994,0.385,2.75,0.28643,0.09
2012-01-14,NA,NA,NA,NA,NA,0.09
2012-01-15,NA,NA,NA,NA,NA,0.09
2012-01-16,4.25,1,0.386,2.75,0.28429,0.09
2012-01-17,4.25,1,0.379,2.75,0.28714,0.09
2012-01-18,4.25,1.0003,0.391,2.75,0.29,0.09
2012-01-19,4.25,0.999,0.374,2.75,0.28571,0.1
2012-01-20,4.25,0.9986,0.394,2.75,0.28429,0.09
2012-01-21,NA,NA,NA,NA,NA,0.09
2012-01-22,NA,NA,NA,NA,NA,0.09
2012-01-23,4.25,0.9982,0.371,2.75,0.28429,0.09
2012-01-24,4.25,0.9984,0.378,2.75,0.28429,0.09
2012-01-25,4.25,0.9998,0.379,2.75,0.28286,0.08
2012-01-26,NA,0.9912,0.377,2.75,0.28286,0.08
2012-01-27,4.25,0.9948,0.379,2.75,0.28286,0.09
2012-01-28,NA,NA,NA,NA,NA,0.09
2012-01-29,NA,NA,NA,NA,NA,0.09
2012-01-30,4.25,0.9974,0.385,2.75,0.28286,0.09
2012-01-31,4.25,0.9917,0.38,2.75,0.28286,0.11
2012-02-01,4.25,0.9949,0.363,2.75,0.28286,0.11
2012-02-02,4.25,0.9946,0.366,2.75,0.28286,0.11
2012-02-03,4.25,0.9942,0.377,2.75,0.28286,0.11
2012-02-04,NA,NA,NA,NA,NA,0.11
2012-02-05,NA,NA,NA,NA,NA,0.11
2012-02-06,4.25,0.9981,0.366,2.75,0.28143,0.11
2012-02-07,4.25,0.9969,0.367,2.75,0.28143,0.11
2012-02-08,4.25,0.9978,0.362,2.75,0.28143,0.11
2012-02-09,4.25,0.9974,0.367,2.75,0.28143,0.11
2012-02-10,4.25,0.9993,0.362,2.75,0.28143,0.12
2012-02-11,NA,NA,NA,NA,NA,0.12
2012-02-12,NA,NA,NA,NA,NA,0.12
2012-02-13,4.25,0.9994,0.364,2.75,0.28143,0.12
2012-02-14,4.25,0.999,0.371,2.75,0.28143,0.12
2012-02-15,4.25,1.0011,0.371,2.75,0.28143,0.12
2012-02-16,4.25,1.0025,0.371,2.75,0.28071,0.11
2012-02-17,4.25,1.0078,0.364,2.75,0.28071,0.09
2012-02-18,NA,NA,NA,NA,NA,0.09
2012-02-19,NA,NA,NA,NA,NA,0.09
2012-02-20,4.25,NA,0.36,2.75,0.27929,0.09
2012-02-21,4.25,0.9993,0.362,2.75,0.27929,0.1
2012-02-22,4.25,0.9974,0.359,2.75,0.27929,0.08
2012-02-23,4.25,0.9998,0.364,2.75,0.27929,0.08
2012-02-24,4.25,0.996,0.368,2.75,0.27929,0.09
2012-02-25,NA,NA,NA,NA,NA,0.09
2012-02-26,NA,NA,NA,NA,NA,0.09
2012-02-27,4.25,0.9982,0.36,2.75,0.27929,0.1
2012-02-28,4.25,0.9997,0.36,2.75,0.27929,0.1
2012-02-29,4.25,0.9991,0.374,2.75,0.27643,0.1
2012-03-01,4.25,0.9998,0.37,2.75,0.27,0.11
2012-03-02,4.25,1.0004,0.36,2.75,0.26571,0.11
2012-03-03,NA,NA,NA,NA,NA,0.11
2012-03-04,NA,NA,NA,NA,NA,0.11
2012-03-05,4.25,1.0014,0.351,2.75,0.26357,0.11
2012-03-06,4.25,0.9985,0.342,2.75,0.26286,0.11
2012-03-07,4.25,0.999,0.355,2.75,0.26214,0.11
2012-03-08,4.25,1.002,0.359,2.75,0.26214,0.11
2012-03-09,4.25,0.999,0.362,2.75,0.26214,0.12
2012-03-10,NA,NA,NA,NA,NA,0.12
2012-03-11,NA,NA,NA,NA,NA,0.12
2012-03-12,4.25,0.9998,0.355,2.75,0.26214,0.12
2012-03-13,4.25,0.9994,0.355,2.75,0.26357,0.12
2012-03-14,4.25,1.0022,0.363,2.75,0.26357,0.13
2012-03-15,4.25,1.0018,0.356,2.5,0.26357,0.14
2012-03-16,4.25,0.9965,0.361,2.5,0.26357,0.15
2012-03-17,NA,NA,NA,NA,NA,0.15
2012-03-18,NA,NA,NA,NA,NA,0.15
2012-03-19,4.25,0.9965,0.359,2.5,0.26357,0.15
2012-03-20,4.25,0.9979,0.35,2.5,0.26357,0.15
2012-03-21,4.25,0.9989,0.348,2.5,0.26357,0.15
2012-03-22,4.25,1,0.352,2.5,0.26357,0.14
2012-03-23,4.25,0.9969,0.359,2.5,0.26357,0.14
2012-03-24,NA,NA,NA,NA,NA,0.14
2012-03-25,NA,NA,NA,NA,NA,0.14
2012-03-26,4.25,0.9979,0.349,2.5,0.26214,0.14
2012-03-27,4.25,0.9982,0.353,2.5,0.26071,0.14
2012-03-28,4.25,0.999,0.352,2.5,0.26214,0.13
2012-03-29,4.25,1.0002,0.349,2.5,0.26214,0.13
2012-03-30,4.25,1.0079,0.388,2.5,0.27714,0.09
2012-03-31,NA,NA,NA,NA,NA,0.09
2012-04-01,NA,NA,NA,NA,NA,0.09
2012-04-02,4.25,1.006,0.347,2.5,0.25929,0.15
2012-04-03,4.25,1.0096,0.343,2.5,0.25929,0.15
2012-04-04,4.25,1.0065,0.353,2.5,0.26143,0.15
2012-04-05,4.25,0.9996,0.352,NA,0.26357,0.15
2012-04-06,NA,NA,NA,NA,NA,0.12
2012-04-07,NA,NA,NA,NA,NA,0.12
2012-04-08,NA,NA,NA,NA,NA,0.12
2012-04-09,NA,1.0019,NA,NA,NA,0.16
2012-04-10,4.25,1.0034,0.347,2.5,0.26357,0.15
2012-04-11,4.25,1.0029,0.35,2.5,0.26071,0.16
2012-04-12,4.25,1.0029,0.341,2.5,0.25929,0.15
2012-04-13,4.25,1.0042,0.346,2.5,0.25857,0.15
2012-04-14,NA,NA,NA,NA,NA,0.15
2012-04-15,NA,NA,NA,NA,NA,0.15
2012-04-16,4.25,1.015,0.346,2.5,0.25786,0.15
2012-04-17,4.25,1.0068,0.349,2.5,0.25786,0.16
2012-04-18,4.25,1.0133,0.346,2.5,0.25786,0.15
2012-04-19,4.25,1.007,0.347,2.5,0.25786,0.13
2012-04-20,4.25,1.0133,0.344,2.5,0.25786,0.12
2012-04-21,NA,NA,NA,NA,NA,0.12
2012-04-22,NA,NA,NA,NA,NA,0.12
2012-04-23,4.25,1.0043,0.338,2.5,0.25786,0.13
2012-04-24,4.25,1.0017,0.338,2.5,0.25786,0.14
2012-04-25,NA,1.0023,0.337,2.5,0.25786,0.15
2012-04-26,4.25,1.0035,0.343,2.5,0.255,0.14
2012-04-27,4.25,1.0074,0.346,2.5,0.255,0.13
2012-04-28,NA,NA,NA,NA,NA,0.13
2012-04-29,NA,NA,NA,NA,NA,0.13
2012-04-30,4.25,1.0086,0.344,2.5,0.25786,0.16
2012-05-01,4.25,1.0028,NA,NA,NA,0.16
2012-05-02,3.75,1.005,0.343,2.5,0.255,0.15
2012-05-03,3.75,1.0024,0.343,2.5,0.255,0.15
2012-05-04,3.75,1.0001,0.343,2.5,0.255,0.16
2012-05-05,NA,NA,NA,NA,NA,0.16
2012-05-06,NA,NA,NA,NA,NA,0.16
2012-05-07,3.75,1.0016,0.348,2.5,0.255,0.16
2012-05-08,3.75,1.0013,0.346,2.5,0.25357,0.16
2012-05-09,3.75,1.0015,0.344,2.5,0.25357,0.15
2012-05-10,3.75,1.0018,0.348,2.5,0.25357,0.15
2012-05-11,3.75,0.9994,0.341,2.5,0.25357,0.15
2012-05-12,NA,NA,NA,NA,NA,0.15
2012-05-13,NA,NA,NA,NA,NA,0.15
2012-05-14,3.75,1.0002,0.346,2.5,0.25357,0.16
2012-05-15,3.75,0.9988,0.34,2.5,0.25357,0.16
2012-05-16,3.75,0.9996,0.33,2.5,0.25357,0.16
2012-05-17,3.75,0.9997,0.32,NA,0.25357,0.16
2012-05-18,3.75,1.0002,0.337,2.5,0.25357,0.16
2012-05-19,NA,NA,NA,NA,NA,0.16
2012-05-20,NA,NA,NA,NA,NA,0.16
2012-05-21,3.75,NA,0.337,2.5,0.25357,0.16
2012-05-22,3.75,1.0025,0.336,2.5,0.25643,0.16
2012-05-23,3.75,1.0005,0.335,2.5,0.25786,0.15
2012-05-24,3.75,1.0005,0.335,2.5,0.2575,0.15
2012-05-25,3.75,0.9996,0.323,2.5,0.2575,0.15
2012-05-26,NA,NA,NA,NA,NA,0.15
2012-05-27,NA,NA,NA,NA,NA,0.15
2012-05-28,3.75,1.0013,0.322,NA,0.2575,0.15
2012-05-29,3.75,0.9991,0.335,2.5,0.2575,0.16
2012-05-30,3.75,1,0.333,2.5,0.2575,0.16
2012-05-31,3.75,1.0001,0.329,2.5,0.2575,0.16
2012-06-01,3.75,1.0008,0.337,2.5,0.2575,0.16
2012-06-02,NA,NA,NA,NA,NA,0.16
2012-06-03,NA,NA,NA,NA,NA,0.16
2012-06-04,3.75,1.0047,0.332,2.5,0.26036,0.17
2012-06-05,3.75,1.0067,0.335,2.5,0.26036,0.17
2012-06-06,3.5,1.0038,0.31,2.5,0.26036,0.16
2012-06-07,3.5,1.0034,0.312,2.5,0.26036,0.16
2012-06-08,3.5,1.0012,0.331,2.5,0.26036,0.17
2012-06-09,NA,NA,NA,NA,NA,0.17
2012-06-10,NA,NA,NA,NA,NA,0.17
2012-06-11,NA,1.0015,0.336,2.5,0.26036,0.17
2012-06-12,3.5,1.0003,0.336,2.5,0.25893,0.16
2012-06-13,3.5,1.0013,0.335,2.5,0.26036,0.17
2012-06-14,3.5,1.0005,0.331,2.5,0.26036,0.17
2012-06-15,3.5,1.0023,0.329,2.5,0.26036,0.18
2012-06-16,NA,NA,NA,NA,NA,0.18
2012-06-17,NA,NA,NA,NA,NA,0.18
2012-06-18,3.5,1.0012,0.334,2.5,0.26036,0.17
2012-06-19,3.5,1.0001,0.333,2.5,0.26036,0.17
2012-06-20,3.5,1.0005,0.326,2.5,0.26179,0.16
2012-06-21,3.5,1.0008,0.329,2.5,0.26179,0.17
2012-06-22,3.5,0.9979,0.325,2.5,0.26179,0.17
2012-06-23,NA,NA,NA,NA,NA,0.17
2012-06-24,NA,NA,NA,NA,NA,0.17
2012-06-25,3.5,0.9976,0.328,2.5,0.26179,0.17
2012-06-26,3.5,0.9975,0.33,2.5,0.26179,0.16
2012-06-27,3.5,0.999,0.331,2.5,0.26179,0.15
2012-06-28,3.5,0.9976,0.331,2.5,0.26179,0.15
2012-06-29,3.5,0.9982,0.382,2.5,0.2625,0.09
2012-06-30,NA,NA,NA,NA,NA,0.09
2012-07-01,NA,NA,NA,NA,NA,0.09
2012-07-02,3.5,NA,0.329,2.5,0.26036,0.18
2012-07-03,3.5,1.0004,0.332,2.5,0.25429,0.17
2012-07-04,3.5,1.0013,0.332,2.5,0.25,0.17
2012-07-05,3.5,1.0052,0.331,2.5,0.25,0.17
2012-07-06,3.5,1.0014,0.329,2.5,0.23786,0.17
2012-07-07,NA,NA,NA,NA,NA,0.17
2012-07-08,NA,NA,NA,NA,NA,0.17
2012-07-09,3.5,1.0005,0.325,2.5,0.23357,0.17
2012-07-10,3.5,0.9977,0.323,2.5,0.23214,0.17
2012-07-11,3.5,0.9982,0.131,2.5,0.07,0.17
2012-07-12,3.5,0.9989,0.128,2.5,0.06443,0.18
2012-07-13,3.5,0.9994,0.117,2.5,0.05871,0.19
2012-07-14,NA,NA,NA,NA,NA,0.19
2012-07-15,NA,NA,NA,NA,NA,0.19
2012-07-16,3.5,1.0009,0.114,2.5,0.05443,0.18
2012-07-17,3.5,1.0008,0.119,2.5,0.05014,0.17
2012-07-18,3.5,0.9996,0.119,2.5,0.04286,0.16
2012-07-19,3.5,0.9988,0.12,2.5,0.04,0.13
2012-07-20,3.5,0.9973,0.115,2.5,0.03714,0.13
2012-07-21,NA,NA,NA,NA,NA,0.13
2012-07-22,NA,NA,NA,NA,NA,0.13
2012-07-23,3.5,0.9968,0.116,2.5,0.03429,0.14
2012-07-24,3.5,0.9969,0.113,2.5,0.028,0.15
2012-07-25,3.5,0.9974,0.114,2.5,0.02586,0.15
2012-07-26,3.5,0.9979,0.112,2.5,0.02586,0.14
2012-07-27,3.5,0.9966,0.111,2.5,0.02586,0.14
2012-07-28,NA,NA,NA,NA,NA,0.14
2012-07-29,NA,NA,NA,NA,NA,0.14
2012-07-30,3.5,0.9978,0.112,2.5,0.02514,0.14
2012-07-31,3.5,0.9966,0.111,2.5,0.025,0.13
2012-08-01,3.5,0.9989,0.112,2.5,0.025,0.14
2012-08-02,3.5,1.0014,0.109,2.5,0.025,0.14
2012-08-03,3.5,1.0002,0.111,2.5,0.025,0.14
2012-08-04,NA,NA,NA,NA,NA,0.14
2012-08-05,NA,NA,NA,NA,NA,0.14
2012-08-06,3.5,NA,0.109,2.5,0.025,0.14
2012-08-07,3.5,1.0007,0.111,2.5,0.025,0.13
2012-08-08,3.5,1.0066,0.116,2.5,0.025,0.13
2012-08-09,3.5,1.0052,0.123,2.5,0.025,0.13
2012-08-10,3.5,1.0035,0.115,2.5,0.02357,0.13
2012-08-11,NA,NA,NA,NA,NA,0.13
2012-08-12,NA,NA,NA,NA,NA,0.13
2012-08-13,3.5,1.0026,0.112,2.5,0.02357,0.13
2012-08-14,3.5,1.0021,0.11,2.5,0.02286,0.13
2012-08-15,3.5,1.0069,0.112,2.5,0.02286,0.13
2012-08-16,3.5,1.0078,0.111,2.5,0.02214,0.13
2012-08-17,3.5,1.0015,0.112,2.5,0.02143,0.13
2012-08-18,NA,NA,NA,NA,NA,0.13
2012-08-19,NA,NA,NA,NA,NA,0.13
2012-08-20,3.5,1.0002,0.109,2.5,0.02143,0.13
2012-08-21,3.5,1.0004,0.103,2.5,0.02143,0.13
2012-08-22,3.5,1.0004,0.103,2.5,0.02143,0.13
2012-08-23,3.5,1,0.108,2.5,0.02143,0.13
2012-08-24,3.5,0.9979,0.107,2.5,0.02143,0.13
2012-08-25,NA,NA,NA,NA,NA,0.13
2012-08-26,NA,NA,NA,NA,NA,0.13
2012-08-27,3.5,0.9998,0.11,2.5,0.02143,0.13
2012-08-28,3.5,0.9987,0.111,2.5,0.02143,0.13
2012-08-29,3.5,1.0007,0.102,2.5,0.02143,0.13
2012-08-30,3.5,1.0029,0.106,2.5,0.02,0.14
2012-08-31,3.5,1.0078,0.11,2.5,0.02143,0.13
2012-09-01,NA,NA,NA,NA,NA,0.13
2012-09-02,NA,NA,NA,NA,NA,0.13
2012-09-03,3.5,NA,0.108,2.5,0.02,0.13
2012-09-04,3.5,1.0109,0.102,2.5,0.02,0.14
2012-09-05,3.5,1.0113,0.107,2.5,0.02,0.16
2012-09-06,3.5,1.0045,0.108,2.5,0.02,0.16
2012-09-07,3.5,1.0073,0.105,2.5,0.02,0.15
2012-09-08,NA,NA,NA,NA,NA,0.15
2012-09-09,NA,NA,NA,NA,NA,0.15
2012-09-10,3.5,1.0032,0.101,2.5,0.02,0.15
2012-09-11,3.5,1,0.1,2.5,0.02,0.15
2012-09-12,3.5,1.0008,0.101,2.5,0.02,0.15
2012-09-13,3.5,1.0004,0.103,2.5,0.02,0.15
2012-09-14,3.5,0.9993,0.095,2.5,0.02,0.16
2012-09-15,NA,NA,NA,NA,NA,0.16
2012-09-16,NA,NA,NA,NA,NA,0.16
2012-09-17,3.5,0.9956,0.089,2.5,0.02,0.16
2012-09-18,3.5,0.9918,0.1,2.5,0.02,0.16
2012-09-19,3.5,0.9971,0.09,2.5,0.01857,0.15
2012-09-20,3.5,0.9993,0.097,2.5,0.01786,0.16
2012-09-21,3.5,0.9985,0.095,2.5,0.01786,0.15
2012-09-22,NA,NA,NA,NA,NA,0.15
2012-09-23,NA,NA,NA,NA,NA,0.15
2012-09-24,3.5,0.9987,0.095,2.5,0.01786,0.16
2012-09-25,3.5,0.9987,0.092,2.5,0.01786,0.15
2012-09-26,3.5,1.0013,0.096,2.5,0.01786,0.15
2012-09-27,3.5,0.9981,0.095,2.5,0.01786,0.14
2012-09-28,3.5,0.9962,0.107,2.5,0.01786,0.09
2012-09-29,NA,NA,NA,NA,NA,0.09
2012-09-30,NA,NA,NA,NA,NA,0.09
2012-10-01,3.5,0.9989,0.095,2.5,0.01643,0.15
2012-10-02,3.5,1.0011,0.087,2.5,0.015,0.16
2012-10-03,3.25,1.0018,0.085,2.5,0.01571,0.16
2012-10-04,3.25,0.9976,0.095,2.5,0.01429,0.15
2012-10-05,3.25,0.9989,0.093,2.5,0.01429,0.15
2012-10-06,NA,NA,NA,NA,NA,0.15
2012-10-07,NA,NA,NA,NA,NA,0.15
2012-10-08,3.25,NA,0.094,2.5,0.01429,0.15
2012-10-09,3.25,1.0003,0.091,2.5,0.01429,0.16
2012-10-10,3.25,1.0008,0.092,2.5,0.01429,0.16
2012-10-11,3.25,1.0001,0.095,2.5,0.01429,0.16
2012-10-12,3.25,0.9992,0.092,2.5,0.01429,0.16
2012-10-13,NA,NA,NA,NA,NA,0.16
2012-10-14,NA,NA,NA,NA,NA,0.16
2012-10-15,3.25,1.0051,0.096,2.5,0.01571,0.16
2012-10-16,3.25,1.003,0.091,2.5,0.01429,0.16
2012-10-17,3.25,1.0015,0.093,2.5,0.01357,0.15
2012-10-18,3.25,1.001,0.093,2.5,0.01357,0.15
2012-10-19,3.25,0.9998,0.095,2.5,0.01357,0.16
2012-10-20,NA,NA,NA,NA,NA,0.16
2012-10-21,NA,NA,NA,NA,NA,0.16
2012-10-22,3.25,0.9991,0.092,2.5,0.01357,0.15
